feature,importance
feature_334,0.00010670182990976432
feature_245,0.00010645774512613717
feature_358,0.00010612086875902009
feature_232,0.00010568301145034853
feature_156,0.00010552500194821713
feature_177,0.00010526750549009479
feature_226,0.00010502047353054756
feature_287,0.00010448101177943114
feature_330,0.00010369368792041776
feature_271,0.00010340172473234974
feature_281,0.00010327637292568532
feature_79,0.00010310690063912384
feature_196,0.00010293389462318986
feature_406,0.0001024887769879538
feature_393,0.00010247113859904124
feature_215,0.00010233108750565289
feature_263,0.00010169727513690521
feature_351,0.00010153865425714754
feature_338,0.00010114826156817775
feature_269,0.00010113285282695902
feature_375,0.0001006979847628393
feature_333,0.00010008832782949109
feature_404,9.98394925985625e-05
feature_237,9.913614867890118e-05
feature_357,9.86821236160815e-05
feature_116,9.839990450861229e-05
feature_124,9.833383226350428e-05
feature_187,9.800183870182693e-05
feature_327,9.776579817815149e-05
feature_133,9.696763860385339e-05
feature_260,9.643053122735827e-05
feature_254,9.642272247996816e-05
feature_151,9.625605023061885e-05
feature_253,9.624082860641804e-05
feature_241,9.566655235243908e-05
feature_45,9.553145909516494e-05
feature_240,9.527190115904348e-05
feature_163,9.521581337239606e-05
feature_173,9.482497573534087e-05
feature_407,9.42306546401947e-05
feature_84,9.410997211873463e-05
feature_274,9.202499627592962e-05
feature_401,9.188296581468043e-05
feature_354,9.168652944962676e-05
feature_58,9.074170023740702e-05
feature_206,9.007608108850415e-05
feature_291,8.876563775817114e-05
feature_408,8.856566443610266e-05
feature_179,8.772414045381578e-05
feature_324,8.689627654090204e-05
feature_63,8.685250237113879e-05
feature_184,8.648276543986289e-05
feature_106,8.590190738735383e-05
feature_85,8.590133290915112e-05
feature_56,8.556371146592221e-05
feature_369,8.51778522841686e-05
feature_93,8.510340283569754e-05
feature_127,8.488914148818138e-05
feature_41,8.481298003764824e-05
feature_149,8.401215539847983e-05
feature_32,8.331516960984129e-05
feature_47,8.304576204353516e-05
feature_122,8.159298724531279e-05
feature_223,8.13602776659452e-05
feature_200,8.088909427230881e-05
feature_247,8.06503943371258e-05
feature_318,8.034685075650767e-05
feature_218,8.022378623750263e-05
feature_355,8.021374841006699e-05
feature_36,7.99217369661563e-05
feature_382,7.831448718145481e-05
feature_387,7.780541745876109e-05
feature_394,7.735309266244746e-05
feature_259,7.730670313503793e-05
feature_87,7.652065372794322e-05
feature_280,7.642447651420464e-05
feature_265,7.536223471757045e-05
feature_38,7.51157151835546e-05
feature_128,7.321699506712216e-05
feature_89,7.314335326987815e-05
feature_289,7.057840759982042e-05
feature_67,7.03978200783338e-05
feature_35,6.922007389008192e-05
feature_308,6.764016560051141e-05
feature_180,6.683769366040486e-05
feature_88,6.355814901211573e-05
feature_130,6.349596268284483e-05
feature_379,6.3036907095558e-05
feature_142,5.892768224587746e-05
feature_238,5.706298810347401e-05
feature_17,5.637440691094032e-05
feature_20,5.397032953700929e-05
feature_21,5.3055943814972254e-05
feature_212,4.662194590367639e-05
feature_2,2.1901118092321687e-05
feature_15,1.5639499078740958e-05
feature_16,3.028235964378777e-06
feature_19,0.0
